9,4,'DT1004','LASHKARA DETERGENT 800/10','CRTN',10,0,0,0,0,0,,
10,1,'DT1004','LASHKARA DETERGENT 800/10','CRTN',150,0,0,0,0,0,,
10,2,'DT1003','LASHKARA DETERGENT 4KG /10','CRTN',25,0,0,0,0,0,,
11,1,'DW1002','TRAIN DISHWASH 260/36','CRTN',200,0,0,0,0,0,,
11,2,'DW1003','TRAIN DISHWASH 130/36','CRTN',4600,0,0,0,0,0,,
12,1,'DT1004','LASHKARA DETERGENT 800/10','CRTN',30,0,0,0,0,0,,
12,2,'DT1002','LASHKARA DETERGENT 350/24','CRTN',20,0,0,0,0,0,,
12,3,'DT1003','LASHKARA DETERGENT 4KG /10','CRTN',20,0,0,0,0,0,,
12,4,'DW1002','TRAIN DISHWASH 260/36','CRTN',20,0,0,0,0,0,,
12,5,'DW1001','TRAIN DISHWASH 130/72','CRTN',10,520,5200,0,0,5200,,
13,1,'DW2001','RING DISHWASH GOLA 130/36','CRTN',200,0,0,0,0,0,,
14,1,'DW7001','TIGON DISHWASH 110/36','CRTN',1000,0,0,0,0,0,,
14,2,'DW7002','TIGON DISHWASH 230/36','CRTN',500,0,0,0,0,0,,
14,3,'DW7003','TIGON DISHWASH 315/24','CRTN',200,0,0,0,0,0,,
15,1,'DW1001','TRAIN DISHWASH 130/72','CRTN',50,0,0,0,0,0,,
15,2,'DW1002','TRAIN DISHWASH 260/36','CRTN',100,0,0,0,0,0,,
15,3,'DT1002','LASHKARA DETERGENT 350/24','CRTN',5,0,0,0,0,0,,
15,4,'DT1004','LASHKARA DETERGENT 800/10','CRTN',5,0,0,0,0,0,,
16,1,'DT1003','LASHKARA DETERGENT 4KG /10','CRTN',10,0,0,0,0,0,,
16,2,'DT1004','LASHKARA DETERGENT 800/10','CRTN',20,0,0,0,0,0,,
17,1,'DW1001','TRAIN DISHWASH 130/72','CRTN',100,0,0,0,0,0,,
17,2,'DW2001','RING DISHWASH GOLA 130/36','CRTN',100,0,0,0,0,0,,
17,3,'DW1001','TRAIN DISHWASH 130/72','CRTN',50,0,0,0,0,0,,
17,4,'DW2001','RING DISHWASH GOLA 130/36','CRTN',200,0,0,0,0,0,,
17,5,'DW1008','TRAIN DISHWASH LONGBAR 260/24','CRTN',500,0,0,0,0,0,,
17,6,'DT1002','LASHKARA DETERGENT 350/24','CRTN',20,0,0,0,0,0,,
17,7,'DT1001','LASHKARA DETERGENT 55/48','CRTN',50,0,0,0,0,0,,
18,1,'DW1003','TRAIN DISHWASH 130/36','CRTN',200,0,0,0,0,0,,
18,2,'DW1002','TRAIN DISHWASH 260/36','CRTN',200,0,0,0,0,0,,
18,3,'DT1002','LASHKARA DETERGENT 350/24','CRTN',80,0,0,0,0,0,,
18,4,'DT1004','LASHKARA DETERGENT 800/10','CRTN',50,0,0,0,0,0,,
19,1,'DW5001','PUNJAB DISHWASH 130/36','CRTN',2000,0,0,0,0,0,,
20,1,'DT8001','ARGHAWAN DETERGENT 20KG','BAG',500,0,0,0,0,0,,
20,2,'DT8002','ARGHAWAN DETERGENT 10KG','BAG',1000,0,0,0,0,0,,
20,3,'DT7002','RAHIL DETERGENT 10KG','BAG',1000,0,0,0,0,0,,
20,4,'DT7004','RAHIL DETERGENT 20KG','BAG',200,0,0,0,0,0,,
20,5,'DT7001','RAHIL DETERGENT 800/15','CRTN',300,0,0,0,0,0,,
20,6,'DT7003','RAHIL DETERGENT 15KG','BAG',300,0,0,0,0,0,,
21,1,'DT1004','LASHKARA DETERGENT 800/10','CRTN',50,0,0,0,0,0,,
21,2,'DW1002','TRAIN DISHWASH 260/36','CRTN',50,0,0,0,0,0,,
22,1,'DT1004','LASHKARA DETERGENT 800/10','CRTN',50,0,0,0,0,0,,
22,2,'DW1002','TRAIN DISHWASH 260/36','CRTN',50,0,0,0,0,0,,
24,1,'DT1004','LASHKARA DETERGENT 800/10','CRTN',10,0,0,0,0,0,,
24,2,'DT1002','LASHKARA DETERGENT 350/24','CRTN',5,0,0,0,0,0,,
24,3,'DW1002','TRAIN DISHWASH 260/36','CRTN',5,0,0,0,0,0,,
25,1,'DT1004','LASHKARA DETERGENT 800/10','CRTN',100,0,0,0,0,0,,
25,2,'DT1002','LASHKARA DETERGENT 350/24','CRTN',50,0,0,0,0,0,,
25,3,'DW1002','TRAIN DISHWASH 260/36','CRTN',50,0,0,0,0,0,,
26,1,'DT9002','JAGMAG DETERGENT 850/12','CRTN',70,0,0,0,0,0,,
26,2,'DT9005','JAGMAG DETERGENT 425/24','CRTN',30,0,0,0,0,0,,
27,1,'DT1002','LASHKARA DETERGENT 350/24','CRTN',500,0,0,0,0,0,,
27,2,'DT1004','LASHKARA DETERGENT 800/10','CRTN',250,0,0,0,0,0,,
27,3,'DT9005','JAGMAG DETERGENT 425/24','CRTN',25,0,0,0,0,0,,
27,4,'DT9002','JAGMAG DETERGENT 850/12','CRTN',25,0,0,0,0,0,,
28,1,'DT2003','TRAIN DETERGENT 10KG','BAG',20,0,0,0,0,0,,
28,2,'DT1002','LASHKARA DETERGENT 350/24','CRTN',250,0,0,0,0,0,,
28,3,'DT1004','LASHKARA DETERGENT 800/10','CRTN',100,0,0,0,0,0,,
28,4,'DT1005','LASHKARA DETERGENT 55/72','CRTN',158,0,0,0,0,0,,
28,5,'DW1001','TRAIN DISHWASH 130/72','CRTN',75,0,0,0,0,0,,
28,6,'DW1002','TRAIN DISHWASH 260/36','CRTN',75,0,0,0,0,0,,
28,7,'DT9005','JAGMAG DETERGENT 425/24','CRTN',30,0,0,0,0,0,,
