10165,'ali butt',2020-06-10 00:00,'1','HAMMAD',2020-06-10 09:34:51.331000,'03','04'
10166,'ALI BUTT',2020-06-11 00:00,'1','HAMMAD',2020-06-11 09:49:57.424000,'03','04'
10167,'ALI BUTT',2020-06-13 00:00,'1','UMAR',2020-06-13 09:34:33.508000,'03','04'
10168,'ALI BUTT SB',2020-06-13 00:00,'1','UMAR',2020-06-14 09:57:18.950000,'03','04'
10169,'ALI BUTT SB',2020-06-13 00:00,'1','UMAR',2020-06-14 12:40:53.333000,'03','04'
10170,,2020-06-15 00:00,'1','UMAR',2020-06-15 08:56:31.178000,'03','04'
10172,'ALI BUTT SB',2020-06-16 00:00,'1','UMAR',2020-06-16 09:58:13.739000,'03','04'
10173,'ALI BUTT SB',2020-06-18 00:00,'1','UMAR',2020-06-18 10:24:25.155000,'03','04'
10174,'ALI BUTT SB',2020-06-18 00:00,'1','UMAR',2020-06-18 15:17:09.776000,'03','04'
10175,'ALI BUTT SB',2020-06-20 00:00,'1','HAMMAD',2020-06-20 09:43:25.771000,'03','04'
10176,'OFFICE',2020-06-21 00:00,'1','UMAR',2020-06-21 12:28:33.784000,'03','05'
10177,'OFFICE',2020-06-18 00:00,'1','UMAR',2020-06-21 12:29:55.809000,'03','05'
10178,'ALI BUTT SB',2020-06-22 00:00,'1','UMAR',2020-06-22 09:34:03.761000,'03','04'
10179,'ALI BUTT SB',2020-06-23 00:00,'1','UMAR',2020-06-23 09:48:33.751000,'03','04'
10180,'ALI BUTT',2020-06-24 00:00,'1','UMAR',2020-06-24 09:52:04.911000,'03','04'
10181,,2020-06-20 00:00,'1','UMAR',2020-06-25 12:48:22.175000,'03','05'
10182,,2020-05-30 00:00,,'HAMMAD',2020-06-25 13:35:40.924000,'03','05'
10183,,2020-06-18 00:00,'1','HAMMAD',2020-06-25 13:53:36.982000,'03','05'
10184,'office',2020-06-15 00:00,'1','HAMMAD',2020-06-25 15:20:04.018000,'03','05'
10185,'stock adjustment',2020-06-25 00:00,'1','HAMMAD',2020-06-25 16:01:02.292000,'03','05'
10186,'stock adjustment',2020-06-25 00:00,'1','HAMMAD',2020-06-25 16:02:14.877000,'03','04'
10187,'STOCK RETURN',2020-06-25 00:00,'1','HAMMAD',2020-06-25 18:11:20.188000,'05','03'
10188,'OFFICE',2020-06-27 00:00,'1','UMAR',2020-06-27 15:19:54.506000,'03','05'
10189,'ALI BUTT',2020-06-28 00:00,'1','UMAR',2020-06-28 09:24:27.025000,'03','04'
10190,'RETURN BY ALI BUTT',2020-05-30 00:00,'1','HAMMAD',2020-06-28 12:34:28.347000,'04','03'
10191,'ALI BUTT SB',2020-06-29 00:00,'1','UMAR',2020-06-29 10:20:18.495000,'03','04'
10192,'OFFICE',2020-06-29 00:00,'1','UMAR',2020-06-29 17:08:53.089000,'03','05'
10193,'ALI BUTT SB',2020-06-30 00:00,'1','UMAR',2020-06-30 09:57:42.576000,'03','04'
10194,'ALI BUTT SB',2020-07-01 00:00,'1','UMAR',2020-07-01 09:35:55.415000,'03','04'
10195,'OFFICE',2020-07-02 00:00,'1','UMAR',2020-07-02 14:06:17.699000,'03','05'
10196,'ALI BUTT SB',2020-07-04 00:00,'1','UMAR',2020-07-04 10:07:43.390000,'03','04'
10197,'ALI BUTT SB',2020-07-04 00:00,'1','UMAR',2020-07-04 10:13:46.574000,'03','04'
10198,'OFFICE',2020-07-04 00:00,'1','UMAR',2020-07-04 15:39:27.075000,'03','05'
10199,'ALI BUTT SB',2020-07-05 00:00,'1','UMAR',2020-07-05 09:39:51.591000,'03','04'
10200,'OFFICE ',2020-07-05 00:00,'1','UMAR',2020-07-05 12:29:42.511000,'03','05'
10201,'OFFICE',2020-07-05 00:00,'1','UMAR',2020-07-05 12:50:28.811000,'03','05'
10202,'ALI BUTT SB',2020-07-06 00:00,'1','UMAR',2020-07-06 09:53:03.484000,'03','04'
10203,'OFFICE',2020-07-06 00:00,'1','UMAR',2020-07-06 16:10:52.703000,'03','05'
10204,'OFFICE',2020-07-06 00:00,'1','UMAR',2020-07-06 16:29:34.486000,'03','05'
10205,'ALI BUTT',2020-07-07 00:00,'1','UMAR',2020-07-07 09:55:42.513000,'03','04'
10206,'ALI BUTT SB',2020-07-08 00:00,'1','UMAR',2020-07-08 09:24:08.343000,'03','04'
10207,'Stock issue to Mr. Ali Butt',2020-07-09 00:00,'1','UMAR',2020-07-09 09:36:21.654000,'03','04'
10208,'OFFICE',2020-07-09 00:00,'1','UMAR',2020-07-09 11:35:39.622000,'03','05'
10209,'OFFICE',2020-07-09 00:00,'1','UMAR',2020-07-09 16:18:12.483000,'03','05'
10210,'Stock issue to Mr. Ali Butt',2020-07-11 00:00,'1','UMAR',2020-07-11 10:06:24.120000,'03','04'
10211,'Stock issue to Mr. Ali Butt',2020-07-12 00:00,'1','UMAR',2020-07-12 09:45:19.280000,'03','04'
10212,'ALI BUTT SB STOCK',2020-07-12 00:00,'1','UMAR',2020-07-12 12:09:28.216000,'03','04'
10213,'Stock issue to Mr. Ali Butt',2020-07-13 00:00,'1','UMAR',2020-07-13 10:34:37.611000,'03','04'
10214,'Stock issue to MR. Ali Butt',2020-07-14 00:00,'1','UMAR',2020-07-14 10:14:56.792000,'03','04'
10215,'Stock issue to Fair Price Shop',2020-07-14 00:00,'1','UMAR',2020-07-14 15:03:20.390000,'03','05'
10216,'Stock issue to Mr. Ali Butt',2020-07-15 00:00,'1','UMAR',2020-07-15 09:23:47.591000,'03','04'
10217,'Stock issue to Mr. Ali Butt',2020-07-15 00:00,'1','UMAR',2020-07-15 09:52:04.921000,'03','04'
10218,'Stock issue to Fair Price Shop',2020-07-15 00:00,'1','UMAR',2020-07-15 14:05:12.022000,'03','05'
10219,'Stock issue to Mr. Ali Butt',2020-07-16 00:00,'1','UMAR',2020-07-16 09:35:42.830000,'03','04'
10220,'Stock issue to Mr. Ali Butt',2020-07-16 00:00,'1','UMAR',2020-07-16 11:27:55.087000,'03','04'
10221,'Stock issue to Mr. Ali Butt',2020-07-18 00:00,'1','UMAR',2020-07-18 09:18:41.830000,'03','04'
10222,'STOCK ISSUE TO FAIR PRICE SHOP',2020-07-18 00:00,'1','UMAR',2020-07-18 17:48:52.675000,'03','05'
10223,'Stock issue to Mr. Ali Butt',2020-07-19 00:00,'1','UMAR',2020-07-19 09:26:44.379000,'03','04'
10224,'Stock issue to fair price shop',2020-07-19 00:00,'1','UMAR',2020-07-19 09:41:41.225000,'03','05'
10225,'Stock issue to Mr. Ali Butt',2020-07-20 00:00,'1','UMAR',2020-07-20 09:41:41.667000,'03','04'
10226,'ALI BUTT SB STOCK ',2020-07-20 00:00,'1','UMAR',2020-07-20 11:43:16.726000,'03','04'
10227,'OFFICE',2020-07-21 00:00,'1','UMAR',2020-07-21 09:44:03.156000,'03','05'
10228,'Stock issue to Mr. Ali Butt',2020-07-21 00:00,'1','UMAR',2020-07-21 10:29:57.403000,'03','04'
10229,'Stock issue to Mr. Ali Butt',2020-07-22 00:00,'1','UMAR',2020-07-22 10:09:22.924000,'03','04'
10230,'Stock issue to Mr. Ali Butt',2020-07-23 00:00,'1','UMAR',2020-07-23 09:35:59.464000,'03','04'
10231,'OFFICE',2020-07-23 00:00,'1','Waqas',2020-07-23 10:52:23.736000,'03','05'
10232,'ALI BUTT SB STOCK ISSU',2020-07-23 00:00,'1','UMAR',2020-07-23 10:55:34.607000,'03','03'
10233,'ALI BUTT SB STOCK ISSU',2020-07-25 00:00,'1','Waqas',2020-07-25 09:59:21.730000,'03','04'
10234,'Stock issue to Ali Butt',2020-07-26 00:00,'1','UMAR',2020-07-26 11:59:33.304000,'03','04'
10235,'Ali Butt Stock Issu ',2020-07-27 00:00,'1','Waqas',2020-07-27 09:40:13.596000,'03','04'
10236,'Ali Butt Sb Stock Issu',2020-07-27 00:00,'1','Waqas',2020-07-27 10:07:13.920000,'03','04'
10237,'Stock issue to Mr. Ali Butt',2020-07-28 00:00,'1','HAMMAD',2020-07-28 09:10:52.879000,'03','04'
10238,'OFFICE',2020-07-28 00:00,'1','Waqas',2020-07-28 13:01:11.908000,'03','05'
