19495,1,'PGH003','CEILING BLADE UNIVERSAL LARGE KHAKI C2 P3','PCS',1000,28.5,28500,0,0,28500,,,
19496,1,'RAP122','RAPER BESAN 555','KG',538.1,1100,591910,0,0,591910,,,
19497,1,'BAG003','ROTI RITE CHAKI ATA 1KG','PCS',150.05,1100,165055,0,0,165055,,,
19497,2,'BAG001','ROTI RITE PREMIUM MAIDA 1KG BAG','PCS',164.2,1100,180620,0,0,180620,,,
19498,1,'PSM049','TURKEY BEAUTY SOAP 48PCS C4 P5 KHAKI','PCS',1296,56,72576,0,0,72576,,,
19499,1,'RM177','FRAGNANCE ALOE VERA (214)','KG',300,4300,1290000,0,0,1290000,,,
19499,2,'RM192','FRAGNANCE LUX WHITE ','KG',1000,4400,4400000,0,0,4400000,,,
19499,3,'RM318','FRAGNANCE DOVE WHITE','KG',298,4000,1192000,0,0,1192000,,,
19499,4,'RM00501','FRAGNANCE LUX PINK','KG',200,4200,840000,0,0,840000,,,
19500,1,'DT3002','DETERGENT  7A.D','KG',1000,145,145000,0,0,145000,,,
19501,1,'RM0001','PALMFONATE','KG',8000,700,5600000,0,0,5600000,,,
19502,1,'PGB030','PAKISTANI JUICER M.CTN(J-4)KHAKI C1 P3','PCS',503,95,47785,0,0,47785,,,
19503,1,'DT9008','JAGMAG DETERGENT 4KG 13A.D','BAG',1,1050,1050,0,0,1050,,,
19504,1,'RAP543','MATT ZIPPER 135*210*80 BAG','KG',4.25,1100,4675,0,0,4675,,,
19505,1,'DT1062','LASHKARA DETERGENT 150/24 ','CRTN',561,984,552024,7,38642,513382,,,
19505,2,'DT1080','LASHKARA DETERGENT 150/48','CRTN',150,1900,285000,7,19950,265050,,,
19505,3,'DTH004','HAPPY DETERGENT 85/60','CRTN',5,2460,12300,4,492,11808,,,
19505,4,'HLB002','HAPPY LAUNDRY BAR 190/24','CRTN',30,1220,36600,7,2562,34038,,,
19505,5,'HSALT01','HAPPY SALT 1KG/12','CRTN',20,680,13600,0,0,13600,,,
19505,6,'HSALT03','HAPPY SALT 800/24','CRTN',20,700,14000,0,0,14000,,,
19505,7,'DW1015','TRAIN DISHWASH JUMBO 200/24','CRTN',50,820,41000,7,2870,38130,,,
19505,8,'DW2006','RING DISHWASH 110/36','CRTN',50,431,21550,7,1509,20041,,,
19506,1,'PAS007','A.S MUG DIBBI KHAKI C1 P3','PCS',2956,21,62076,0,0,62076,,,
19506,2,'PAS008','A.S MUG PETI KHAKI C1 P5','PCS',202,130,26260,0,0,26260,,,
19507,1,'DT9039','JAGMAG DETERGENT 100/48 18A.D','CRTN',87,1860,161820,0,0,161820,,,
19507,2,'DT9027','JAGMAG DETERGENT 500/24 18A.D','CRTN',20,3080,61600,0,0,61600,,,
19507,3,'DT9026','JAGMAG DETERGENT 1000/12 18A.D','CRTN',40,3080,123200,0,0,123200,,,
19507,4,'DT9008','JAGMAG DETERGENT 4KG 13A.D','BAG',120,753,90360,0,0,90360,,,
19507,5,'DT2005','TRAIN DETERGENT 400/24','CRTN',70,1500,105000,0,0,105000,,,
19507,6,'DT2004','TRAIN DETERGENT 800/12','CRTN',70,1500,105000,0,0,105000,,,
19507,7,'DT2013','TRAIN DETERGENT 5 KG 7A.D','BAG',80,636,50880,0,0,50880,,,
19507,8,'DW1002','TRAIN DISHWASH 80/36','CRTN',20,482,9640,0,0,9640,,,
19507,9,'DW1015','TRAIN DISHWASH JUMBO 200/24','CRTN',60,718,43080,0,0,43080,,,
19507,10,'DTH004','HAPPY DETERGENT 85/60','CRTN',10,2337,23370,0,0,23370,,,
19507,11,'DTH003','HAPPY DETERGENT 500/24','CRTN',5,5115,25575,0,0,25575,,,
19507,12,'DTH002','HAPPY DETERGENT 1000/12 ','CRTN',4,5115,20460,0,0,20460,,,
19508,1,'DT9026','JAGMAG DETERGENT 1000/12 18A.D','CRTN',60,3648,218880,0,0,218880,,,
19508,2,'DT9027','JAGMAG DETERGENT 500/24 18A.D','CRTN',140,3696,517440,0,0,517440,,,
