15206,2024-07-25 00:00,'200231','V','ALI HASSAN BOTTLE STORE',,,0,196650,'1','1','HAMMAD',2024-07-27 10:51:26.605000,,'LES-5435(SHAHZAD)11.7.2024',5206,,'03','400001','PURCHASE A/C'
15207,2024-07-26 00:00,'200161','V','HOUSE OF BOPP',,,0,102406,'1','1','Waqas',2024-07-27 10:55:08.640000,,'BILTY NO#2593/4',5207,,'01','400001','PURCHASE A/C'
15208,2024-07-26 00:00,'200202','V','CH SHAFIQ MANUFACTURING (PVT) LTD','BUILDING34-C FLOOR,JAMI COMMERCIAL AREA STREET#3 DHA PHASE 7 ','KARACHI',0,23299065,'1','1','HAMMAD',2024-07-27 10:57:41.349000,,'VEH#P-7385',5208,'KARACHI','03','400001','PURCHASE A/C'
15209,2024-07-27 00:00,'200231','V','ALI HASSAN BOTTLE STORE',,,0,409800,'1','1','HAMMAD',2024-07-27 11:00:37.270000,,'LES-1557',5209,,'03','400001','PURCHASE A/C'
15210,2024-07-27 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,2253800,'1','1','Waqas',2024-07-27 16:06:26.094000,,'TAR-496',5210,'QAIDABAD','03','400001','PURCHASE A/C'
15211,2024-07-27 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,68308,'1','1','Waqas',2024-07-27 16:14:13.218000,,'XB-021 (MOHSIN)',5211,'DINGA','03','400001','PURCHASE A/C'
15212,2024-07-27 00:00,'200183','V','HASHMI CHEMICALS ','GUJRANWALA','GUJRANWALA',0,29295,'1','1','Waqas',2024-07-27 19:06:41.877000,,'GAS-7753 (ABRAR)',5212,'GUJRANWALA','03','400001','PURCHASE A/C'
15213,2024-07-27 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED (AKBAR ALI)','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,343186,'1','1','Waqas',2024-07-27 23:03:26.671000,,'TMK-028',5213,'LAHORE','03','400001','PURCHASE A/C'
15214,2024-07-27 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,58910,'1','1','Waqas',2024-07-28 10:38:36.682000,,'LET-4538 (ASAD SHAH)',5214,,'03','400001','PURCHASE A/C'
15215,2024-07-28 00:00,'100458','C','IMPORT OF MES (PALMFONATE)',,,0,7078646,'1','1','HAMMAD',2024-07-29 09:23:51.657000,,'JV-1754',5215,,'03','400001','PURCHASE A/C'
15216,2024-07-28 00:00,'200040','V','IMPORT OF SPECKLES',,,0,793589,'1','1','HAMMAD',2024-07-29 09:25:35.288000,,'JV-1754',5216,,'03','400001','PURCHASE A/C'
15217,2024-07-28 00:00,'200054','V','IMPORT OF SLS',,,0,1093473,'1','1','HAMMAD',2024-07-29 09:27:38.450000,,'JV-1754',5217,,'03','400001','PURCHASE A/C'
15218,2024-07-28 00:00,'200161','V','HOUSE OF BOPP',,,0,205219,'1','1','Waqas',2024-07-29 09:43:54.185000,,'BILTY #2825/1',5218,,'01','400001','PURCHASE A/C'
15219,2024-07-29 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,130245,'1','1','Waqas',2024-07-29 09:53:35.613000,,'E-5719',5219,'DINGA','03','400001','PURCHASE A/C'
15220,2024-07-30 00:00,'100168','C','SHAFI SONS PACKAGES',,'GUJRAT',0,176650,'1','1','HAMMAD',2024-07-30 16:40:20.701000,,'SAEED KHAN',5220,'GUJRAT','03','400001','PURCHASE A/C'
15221,2024-07-31 00:00,'200203','V','SCAN WORLD DIGITAL FLEXO','MAIN CANAL ROAD, MALIK PUR, FAISALABAD','FAISALABAD',0,100987,'1','1','Waqas',2024-07-31 18:10:55.435000,,'BILTY NO#622/04',5221,'FAISALABAD','01','400001','PURCHASE A/C'
15222,2024-07-31 00:00,'200123','V','HI TECH INKS (RANA ZEESHA KHALID)','BEHIND FEDERAL URDU UNIVERSITY,AL-JANNAT ROAD,SAGIAN BY PASS LAHORE','LAHORE',0,208500,'1','1','Waqas',2024-07-31 18:12:56.148000,,'BILTY NO#1407/10',5222,'LAHORE','01','400001','PURCHASE A/C'
15223,2024-07-31 00:00,'200146','V','BB CHAMPACK',,,0,209300,'1','1','HAMMAD',2024-07-31 18:14:10.935000,,'BILTY NO#1102/2',5223,,'01','400001','PURCHASE A/C'
15224,2024-07-31 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,141897,'1','1','Waqas',2024-07-31 18:30:06.592000,,'JMI-194',5224,'DINGA','03','400001','PURCHASE A/C'
15225,2024-07-31 00:00,'100169','V','SHEIKH MEHMOOD SOAP',,,0,38335,'1','1','HAMMAD',2024-07-31 18:32:12.890000,,'LES-5435 (SHAHZAD)',5225,,'01','400001','PURCHASE A/C'
15226,2024-07-31 00:00,'200229','V','POLYMER CONTAINER (PVT) LTD','139-C,SMALL INDUSTRIAL ESTATE,SARGODHA ROAD, FAISALABAD','FAISALABAD',0,333533,'1','1','HAMMAD',2024-08-01 10:26:49.664000,,'BILTY NO#686/09',5226,'FAISALABAD','01','400001','PURCHASE A/C'
15227,2024-07-31 00:00,'200146','V','BB CHAMPACK',,,0,159016,'1','1','Waqas',2024-08-01 10:37:25.350000,,'BILTY NO#1140/2',5227,,'01','400001','PURCHASE A/C'
15228,2024-07-31 00:00,'200061','V','SUMMAR DYING',,'LAHORE',0,212400,'1','1','HAMMAD',2024-08-01 10:45:04.287000,,'BILTY NO#5883/10',5228,'LAHORE','03','400001','PURCHASE A/C'
15229,2024-07-31 00:00,'200297','V','ASIAN CHEMICALS (PVT) LTD','22KM GT ROAD KALA SHAH KAKU OPPOSITE RAVI RAYON, MURIDKE.','MURIDKE',0,620000,'1','1','Waqas',2024-08-01 10:56:00.346000,,'JGI-329 (YOUSAF)',5229,'MURIDKE','03','400001','PURCHASE A/C'
15230,2024-08-01 00:00,'200305','V','M YASEEN AND SONS SALT DEALER','3KM RAWALPINDI ROAD, KHUSHAB.','KHUSHAB.',0,136000,'1','1','HAMMAD',2024-08-01 11:50:10.790000,,'TW-949',5230,'KHUSHAB.','03','400001','PURCHASE A/C'
15231,2024-08-01 00:00,'200303','V','HMS TRADING ENTERPRISES','101 MAIN LANDA BAZZAR LHR ','LAHORE',0,788758,'1','1','HAMMAD',2024-08-01 11:51:41.608000,,'LES-5435 (SHAHZAD)',5231,'LAHORE','01','400001','PURCHASE A/C'
15232,2024-08-01 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED (AKBAR ALI)','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,711346,'1','1','Waqas',2024-08-01 20:02:25.171000,,'TMK-028',5232,'LAHORE','03','400001','PURCHASE A/C'
15233,2024-08-01 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,2253800,'1','1','Waqas',2024-08-01 20:05:05.633000,,'LES-6351 (UMAIR)',5233,'QAIDABAD','03','400001','PURCHASE A/C'
15234,2024-08-01 00:00,'200264','V','EAGLE PAPER MILLS',,,0,720790,'1','1','HAMMAD',2024-08-01 20:07:08.281000,'','LES-3915',5234,,'01','400001','PURCHASE A/C'
15235,2024-08-01 00:00,'200099','V','ABDUL REHMAN  KHAN GRINDING',,'ABBOTABAD',0,301400,'1','1','HAMMAD',2024-08-01 20:18:59.673000,,'TAQ-967',5235,'ABBOTABAD','03','400001','PURCHASE A/C'
15236,2024-08-01 00:00,'200235','V','KAMOKI PRESS',,,0,258300,'1','1','HAMMAD',2024-08-01 20:21:11.228000,,'LET-1576',5236,,'03','400001','PURCHASE A/C'
15237,2024-08-01 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,163171,'1','1','HAMMAD',2024-08-03 09:21:30.591000,,'JM-194 (WAQAS)',5237,'DINGA','03','400001','PURCHASE A/C'
15238,2024-08-03 00:00,'100308','C','MANZIL E ZOUQ FOODS KUNJAH',,'KUNJAH',3,1,'1','1','HAMMAD',2024-08-03 10:26:49.353000,,,5238,'KUNJAH','01','400001','PURCHASE A/C'
15239,2024-08-03 00:00,'100649','C','TOMATO SOAP (IMRAN)','GUJRANWALA','GUJRANWALA',9,1,'1','1','HAMMAD',2024-08-03 10:30:39.055000,,,5239,'GUJRANWALA','01','400001','PURCHASE A/C'
15240,2024-08-03 00:00,'200034','V','NEWAGE CHEMICALS',,,0,470000,'1','1','HAMMAD',2024-08-04 02:02:11.168000,,'LES-6625',5240,,'03','400001','PURCHASE A/C'
15241,2024-08-04 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,142668,'1','1','Waqas',2024-08-04 16:34:04.800000,,'JMI-194',5241,'DINGA','03','400001','PURCHASE A/C'
15242,2024-08-04 00:00,'200264','V','EAGLE PAPER MILLS',,,0,717360,'1','1','HAMMAD',2024-08-04 16:35:21.848000,,'LES-3915 (ALI)',5242,,'01','400001','PURCHASE A/C'
15243,2024-08-04 00:00,'200141','V','CAPTAIN-PQ CHEMICAL INDUSTRIES (PVT) LTD','SARGODHA ROAD, FAISALABAD','FAISALABAD',0,1562783,'1','1','Waqas',2024-08-04 16:41:36.967000,,'LRO-1247 ',5243,'FAISALABAD','03','400001','PURCHASE A/C'
15244,2024-08-04 00:00,'200198','V','FAIZI MARBLE POWDER',,'JAHANGIRA',0,120000,'1','1','Waqas',2024-08-04 16:43:54.949000,,'C-1677',5244,'JAHANGIRA','03','400001','PURCHASE A/C'
15245,2024-08-05 00:00,'200161','V','HOUSE OF BOPP',,,0,119934,'1','1','Waqas',2024-08-06 09:30:42.822000,,'BILTY NO#1490/02',5245,,'01','400001','PURCHASE A/C'
15246,2024-08-05 00:00,'200203','V','SCAN WORLD DIGITAL FLEXO','MAIN CANAL ROAD, MALIK PUR, FAISALABAD','FAISALABAD',7.99,8,'1','1','Waqas',2024-08-06 10:09:45.762000,'EP47668','BILTY NO#1053/08',5246,'FAISALABAD','01','400001','PURCHASE A/C'
15247,2024-08-05 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,131422,'1','1','Waqas',2024-08-06 10:25:44.385000,,'E-5719 (SHAFQAT)',5247,'DINGA','03','400001','PURCHASE A/C'
15248,2024-08-05 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,325030,'1','1','Waqas',2024-08-06 10:27:39.622000,,'LES-5435 (SHAHZAD)',5248,'QAIDABAD','01','400001','PURCHASE A/C'
15249,2024-08-05 00:00,'200306','V','HM CHEMICALS (PVT) LTD ','GOJRA ROAD PENSIRA ,FAISALABAD.','FAISALABAD',0,13781650,'1','1','HAMMAD',2024-08-06 10:45:38.933000,,'AKB-4445 (RAYYAZ)',5249,'FAISALABAD','03','400001','PURCHASE A/C'
15250,2024-08-01 00:00,'100525','C','MUGHAL CHEMICALS RAWAT','CHAMBER ROAD, RAWAT','RAWAT',0,409000,'1','1','HAMMAD',2024-08-06 10:55:45.480000,,'BILTY NO#2627/2,2636/4',5250,'RAWAT','01','400001','PURCHASE A/C'
15251,2024-08-06 00:00,'200050','V','MITHO KHAAD ',,,0,94000,'1','1','HAMMAD',2024-08-06 18:33:01.039000,,'YAQOOB',5251,,'03','400001','PURCHASE A/C'
15252,2024-08-06 00:00,'100169','C','SHEIKH MEHMOOD SOAP',,,0,39525,'1','1','HAMMAD',2024-08-06 18:33:53.513000,,'LES-5435 (SHAHZAD)',5252,,'01','400001','PURCHASE A/C'
15253,2024-08-06 00:00,'200307','V','SHAHEEN SOAP STONE',,,0,115600,'1','1','Waqas',2024-08-06 18:34:34.542000,,'TKS-300',5253,,'03','400001','PURCHASE A/C'
15254,2024-08-06 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,2253800,'1','1','Waqas',2024-08-06 18:35:33.077000,,'LES-6951 (HAYYAT)',5254,'QAIDABAD','03','400001','PURCHASE A/C'
15255,2024-08-06 00:00,'200295','V','PARCO PEARL GAS PRIVATE LIMITED (IFS CHEMICALS)','16-A,FIRST FLOOR,SADIQ PLAZA 69,SHARA-E-AZAM','LAHORE',0,541260,'1','1','Waqas',2024-08-06 19:23:07.186000,,'TMK-028 (ZAHID)',5255,'LAHORE','03','400001','PURCHASE A/C'
15256,2024-08-06 00:00,'200146','V','BB CHAMPACK',,,0,165275,'1','1','HAMMAD',2024-08-07 09:01:01.340000,,'BILTY NO#1317/04',5256,,'01','400001','PURCHASE A/C'
15257,2024-08-06 00:00,'200032','V','TACIT TRADERS KARACHI (YAQOOB DYE)','JODIYA BAZAR','KARACHI',0,570000,'1','1','HAMMAD',2024-08-07 09:02:59.370000,,'BILTY NO#7099/10',5257,'KARACHI','03','400001','PURCHASE A/C'
15258,2024-08-07 00:00,'200256','V','KALEEM ULLAH FIRE WOOD',,,0,172720,'1','1','Waqas',2024-08-07 14:41:32.797000,,'EA-2789',5258,,'01','400001','PURCHASE A/C'
15259,2024-08-07 00:00,'200199','V','JAMSHED PACKAGES','GUJRAT',,0,9000,'1','1','HAMMAD',2024-08-07 14:53:44.665000,,'GTS-576 (RAZA SALEEM)',5259,,'01','400001','PURCHASE A/C'
15260,2024-08-07 00:00,'200050','V','MITHO KHAAD ',,,0,94000,'1','1','HAMMAD',2024-08-07 14:55:12.435000,,'YAQOOB',5260,,'03','400001','PURCHASE A/C'
15261,2024-08-07 00:00,'200308','V','ANMOL SALT DEALER ','KHUSHAB',,0,174000,'1','1','HAMMAD',2024-08-07 14:57:24.042000,,'C-2903',5261,,'03','400001','PURCHASE A/C'
15262,2024-08-07 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,132112,'1','1','Waqas',2024-08-07 15:00:24.949000,,'E-5719 ',5262,'DINGA','03','400001','PURCHASE A/C'
15263,2024-08-07 00:00,'200198','V','FAIZI MARBLE POWDER',,'JAHANGIRA',0,116850,'1','1','Waqas',2024-08-07 17:02:55.790000,,'TKK-941 (ADNAN)',5263,'JAHANGIRA','03','400001','PURCHASE A/C'
15264,2024-08-08 00:00,'200165','V','WYM PACKAGES','PLAZA NO#11 COMMERCIAL BLOCK A PAK ARAB SOCIETY','LAHORE',0,1677400,'1','1','HAMMAD',2024-08-08 10:34:25.731000,,'LES-4197 (MUMTAZ SB)',5264,'LAHORE','01','400001','PURCHASE A/C'
15265,2024-08-08 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,1126900,'1','1','Waqas',2024-08-09 01:17:19.471000,,'LES-6751',5265,'QAIDABAD','03','400001','PURCHASE A/C'
15266,2024-08-10 00:00,'200190','V','FH INK & CHEMICALS (PVT) LTD','LAHORE','LAHORE',0,267500,'1','1','Waqas',2024-08-10 15:35:35.744000,,'BILTY NO#4829/14',5266,'LAHORE','01','400001','PURCHASE A/C'
15267,2024-08-10 00:00,'100649','C','TOMATO SOAP (IMRAN)','GUJRANWALA','GUJRANWALA',3,1,'1','1','HAMMAD',2024-08-10 15:45:17.563000,,'BILTY NO#7356/4',5267,'GUJRANWALA','03','400002','SALE RTN A/C'
15268,2024-08-10 00:00,'200160','V','AKBAR GRINDING MILLS (PVT) LTD','PLOT NO#127 INDUSTRIAL ESTATE BARA BANDA RISALPUR,NOWSHERA','NOWSHERA',0,420000,'1','1','HAMMAD',2024-08-11 08:57:23.336000,,'JV-3442',5268,'NOWSHERA','03','400001','PURCHASE A/C'
15269,2024-08-10 00:00,'200099','V','ABDUL REHMAN  KHAN GRINDING',,'ABBOTABAD',0,300600,'1','1','HAMMAD',2024-08-11 09:01:09.708000,,'TAQ-968',5269,'ABBOTABAD','03','400001','PURCHASE A/C'
15270,2024-08-10 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED (AKBAR ALI)','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,449143,'1','1','Waqas',2024-08-11 09:04:09.031000,,'TAQ-429',5270,'LAHORE','03','400001','PURCHASE A/C'
15271,2024-07-14 00:00,'200040','V','IMPORT OF SPECKLES',,,0,1190385,'1','1','HAMMAD',2024-08-11 13:09:52.852000,,'KHAWAJA ADNAN',5271,,'03','400001','PURCHASE A/C'
15272,2024-08-11 00:00,'200202','V','CH SHAFIQ MANUFACTURING (PVT) LTD','BUILDING34-C FLOOR,JAMI COMMERCIAL AREA STREET#3 DHA PHASE 7 ','KARACHI',0,15187680,'1','1','HAMMAD',2024-08-12 01:51:44.067000,,'TTD-430',5272,'KARACHI','03','400001','PURCHASE A/C'
15273,2024-08-10 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,53294,'1','1','Waqas',2024-08-12 11:38:08.074000,,'LET-4538 (ASAD SHAH)',5273,'DINGA','03','400001','PURCHASE A/C'
15274,2024-08-11 00:00,'200141','V','CAPTAIN-PQ CHEMICAL INDUSTRIES (PVT) LTD','SARGODHA ROAD, FAISALABAD','FAISALABAD',0,1882728,'1','1','Waqas',2024-08-12 11:40:54.886000,,'FDO-7917',5274,'FAISALABAD','03','400001','PURCHASE A/C'
15275,2024-08-11 00:00,'200256','V','KALEEM ULLAH FIRE WOOD',,,0,144840,'1','1','Waqas',2024-08-12 11:44:17.655000,,'C-2592',5275,,'01','400001','PURCHASE A/C'
15276,2024-08-11 00:00,'200146','V','BB CHAMPACK',,,0,220480,'1','1','HAMMAD',2024-08-12 11:46:59.723000,,'BILTY NO#1713',5276,,'01','400001','PURCHASE A/C'
15277,2024-08-11 00:00,'200146','V','BB CHAMPACK',,,0,187720,'1','1','HAMMAD',2024-08-12 11:56:07.097000,,'BILTY NO#1671/4',5277,,'01','400001','PURCHASE A/C'
15278,2024-08-11 00:00,'200032','V','TACIT TRADERS KARACHI (YAQOOB DYE)','JODIYA BAZAR','KARACHI',0,142500,'1','1','Waqas',2024-08-12 12:04:41.336000,,'BILTY NO#7391/02',5278,'KARACHI','03','400001','PURCHASE A/C'
15279,2024-08-12 00:00,'100168','C','SHAFI SONS PACKAGES',,'GUJRAT',0,26700,'1','1','Waqas',2024-08-12 12:17:51.146000,,'ATIF',5279,'GUJRAT','03','400001','PURCHASE A/C'
15280,2024-08-12 00:00,'200308','V','ANMOL SALT DEALER ','KHUSHAB',,0,250000,'1','1','HAMMAD',2024-08-12 12:19:13.951000,,'JT-4830',5280,,'03','400001','PURCHASE A/C'
15281,2024-08-12 00:00,'100597','C','M AZIZ FOOD INDUSTRY',,'GUJRANWALA',0,25000,'1','1','HAMMAD',2024-08-12 15:28:29.428000,,'LES-5435(SHAHZAD)',5281,'GUJRANWALA','03','400001','PURCHASE A/C'
15282,2024-08-12 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,2328600,'1','1','Waqas',2024-08-12 18:51:59.346000,,'TAR-496 (ASGHAR ALI)',5282,'RAHIM YAR KHAN','03','400001','PURCHASE A/C'
15283,2024-08-12 00:00,'200203','V','SCAN WORLD DIGITAL FLEXO','MAIN CANAL ROAD, MALIK PUR, FAISALABAD','FAISALABAD',4,1,'1','1','HAMMAD',2024-08-13 09:25:28.914000,,'BILTY NO#27/5',5283,'FAISALABAD','01','400001','PURCHASE A/C'
15284,2024-08-13 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,148637,'1','1','Waqas',2024-08-13 10:05:17.201000,,'E-1590 (AKHTAR)',5284,'DINGA','03','400001','PURCHASE A/C'
15285,2024-08-13 00:00,'200310','V','KERNAL SALT',,,0,179000,'1','1','HAMMAD',2024-08-15 10:51:37.854000,,'RIK-7691 (ANAYAT HUSSAIN)',5285,,'03','400001','PURCHASE A/C'
15286,2024-08-13 00:00,'200256','V','KALEEM ULLAH FIRE WOOD',,,0,160480,'1','1','Waqas',2024-08-15 10:55:01.372000,,'LES-9266 (BARKAT ULLAH)',5286,,'01','400001','PURCHASE A/C'
15287,2024-08-13 00:00,'200038','V','IMPORT OF FRAGNANCE',,,0,39920000,'1','1','HAMMAD',2024-08-15 11:02:18.282000,'100 DRUM *200 KGS','PT#0576',5287,,'03','400001','PURCHASE A/C'
15288,2024-08-13 00:00,'200242','V','PRIME GLOBAL ','KARACHI ',,0,1175000,'1','1','HAMMAD',2024-08-15 11:10:19.762000,,'LES-7348',5288,,'03','400001','PURCHASE A/C'
15289,2024-08-13 00:00,'200242','V','PRIME GLOBAL ','KARACHI ',,0,705000,'1','1','HAMMAD',2024-08-15 11:11:43.237000,,'B-2386',5289,,'03','400001','PURCHASE A/C'
15290,2024-08-15 00:00,'200308','V','ANMOL SALT DEALER ','KHUSHAB',,0,250000,'1','1','HAMMAD',2024-08-15 11:57:02.177000,'14.08.2024','IDS-5492 (HAMMAD)',5290,,'03','400001','PURCHASE A/C'
15291,2024-08-15 00:00,'200099','V','ABDUL REHMAN  KHAN GRINDING',,'ABBOTABAD',0,302900,'1','1','HAMMAD',2024-08-15 11:58:48.866000,'14.08.2024','TAQ-968 (SHAHZAD)',5291,'ABBOTABAD','03','400001','PURCHASE A/C'
15292,2024-08-15 00:00,'200295','V','PARCO PEARL GAS PRIVATE LIMITED (IFS CHEMICALS)','16-A,FIRST FLOOR,SADIQ PLAZA 69,SHARA-E-AZAM','LAHORE',0,677456,'1','1','Waqas',2024-08-15 12:00:42.263000,'14.08.2024','TAQ-429',5292,'LAHORE','03','400001','PURCHASE A/C'
15293,2024-08-15 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,2253800,'1','1','Waqas',2024-08-15 12:17:43.784000,,'TAR-496 (ASGHAR ALI)',5293,'QAIDABAD','03','400001','PURCHASE A/C'
15294,2024-08-15 00:00,'200307','V','SHAHEEN SOAP STONE',,,0,108800,'1','1','Waqas',2024-08-15 12:19:20.847000,,'TKX-345',5294,,'03','400001','PURCHASE A/C'
15295,2024-08-15 00:00,'200146','V','BB CHAMPACK',,,0,463736,'1','1','HAMMAD',2024-08-17 09:20:13.393000,,'BILTY NO#1747/12',5295,,'01','400001','PURCHASE A/C'
15297,2024-08-17 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED (AKBAR ALI)','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,308331,'1','1','Waqas',2024-08-17 19:33:18.145000,,'TAQ-427',5297,'LAHORE','03','400001','PURCHASE A/C'
15298,2024-08-17 00:00,'200308','V','ANMOL SALT DEALER ','KHUSHAB',,0,250000,'1','1','Waqas',2024-08-17 19:35:15.538000,,'JT-4830',5298,,'03','400001','PURCHASE A/C'
15299,2024-08-17 00:00,'100649','C','TOMATO SOAP (IMRAN)','GUJRANWALA','GUJRANWALA',3,1,'1','1','HAMMAD',2024-08-17 19:40:07.558000,,'BILTY NO#8438/04',5299,'GUJRANWALA','01','400001','PURCHASE A/C'
15300,2024-08-17 00:00,'200203','V','SCAN WORLD DIGITAL FLEXO','MAIN CANAL ROAD, MALIK PUR, FAISALABAD','FAISALABAD',0,1,'1','1','Waqas',2024-08-17 19:41:09.942000,,'BILTY NO#471/1',5300,'FAISALABAD','01','400001','PURCHASE A/C'
15301,2024-08-17 00:00,'200161','V','HOUSE OF BOPP',,,0,502650,'1','1','Waqas',2024-08-17 19:42:57.044000,,'BILTY NO#2399/08',5301,,'01','400001','PURCHASE A/C'
15302,2024-08-13 00:00,'200052','V','IMPORT OF SSA',,,0,356281,'1','1','HAMMAD',2024-08-17 20:43:27.269000,,,5302,,'03','400001','PURCHASE A/C'
15303,2024-08-18 00:00,'200264','V','EAGLE PAPER MILLS',,,0,1012770,'1','1','HAMMAD',2024-08-18 21:55:23.716000,,'LET-1566',5303,,'01','400001','PURCHASE A/C'
15304,2024-08-18 00:00,'200264','V','EAGLE PAPER MILLS',,,0,979605,'1','1','HAMMAD',2024-08-18 21:59:20.228000,,'LES-1552',5304,,'01','400001','PURCHASE A/C'
15305,2024-08-18 00:00,'200222','V','FEROZ PAPER MILLS',,,0,2779800,'1','1','HAMMAD',2024-08-18 22:01:48.085000,,'LXX-3453',5305,,'01','400001','PURCHASE A/C'
15306,2024-08-18 00:00,'200307','V','SHAHEEN SOAP STONE',,,0,112000,'1','1','Waqas',2024-08-19 09:46:39.851000,,'C-1928',5306,,'03','400001','PURCHASE A/C'
15307,2024-08-18 00:00,'200061','V','SUMMAR DYING',,'LAHORE',0,170000,'1','1','HAMMAD',2024-08-19 09:50:21.367000,,'BILTY NO#7703/7',5307,'LAHORE','03','400001','PURCHASE A/C'
15308,2024-08-19 00:00,'200025','V','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',0,154681,'1','1','Waqas',2024-08-19 10:07:17.626000,,'E-1590 (AKHTAR)',5308,'DINGA','03','400001','PURCHASE A/C'
15309,2024-08-18 00:00,'200231','V','ALI HASSAN BOTTLE STORE',,,0,55600,'1','1','HAMMAD',2024-08-19 12:31:43.159000,,'LES-5435 (SHAHZAD)',5309,,'01','400001','PURCHASE A/C'
15310,2024-08-18 00:00,'200277','V','PURECHEM TRADERS','551-E SUNDAR IND ESTATE,LAHORE.',,0,954000,'1','1','Waqas',2024-08-19 12:35:56.804000,,'LES-5435 (SHAHZAD)',5310,,'01','400001','PURCHASE A/C'
15311,2024-08-19 00:00,'200002','V','HORIZON PAPER MILLS','MR. ASHFAQ','HATTAR',0,1385210,'1','1','Waqas',2024-08-19 15:08:54.962000,,'LES-3676 (USMAN)',5311,'HATTAR','01','400001','PURCHASE A/C'
15312,2024-08-19 00:00,'200161','V','HOUSE OF BOPP',,,0,122465,'1','1','HAMMAD',2024-08-19 20:30:01.296000,,'BILTY NO#1878/2',5312,,'01','400001','PURCHASE A/C'
15313,2024-08-19 00:00,'200146','V','BB CHAMPACK',,,0,335400,'1','1','Waqas',2024-08-19 20:32:21.255000,,'BILTY NO#1864/8',5313,,'01','400001','PURCHASE A/C'
15314,2024-08-19 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,531000,'1','1','HAMMAD',2024-08-19 20:34:27.630000,,'LET-4538 (SHAHZAD)',5314,'QAIDABAD','03','400001','PURCHASE A/C'
15315,2024-08-19 00:00,'200264','V','EAGLE PAPER MILLS',,,0,982575,'1','1','HAMMAD',2024-08-19 20:36:13.768000,,'LES-3915',5315,,'01','400001','PURCHASE A/C'
15316,2024-08-19 00:00,'200222','V','FEROZ PAPER MILLS',,,0,2498340,'1','1','HAMMAD',2024-08-19 20:39:48.566000,,'LXX-1033',5316,,'01','400001','PURCHASE A/C'
15317,2024-08-20 00:00,'200229','V','POLYMER CONTAINER (PVT) LTD','139-C,SMALL INDUSTRIAL ESTATE,SARGODHA ROAD, FAISALABAD','FAISALABAD',0,2002463,'1','1','HAMMAD',2024-08-20 11:42:07.925000,,'CAA-138',5317,'FAISALABAD','01','400001','PURCHASE A/C'
15318,2024-08-20 00:00,'200311','V','AHMAD CHEMICALS ','MEHAR SADIQ MARKET RAILWAY ROAD FSD. ','FAISALABAD',0,703000,'1','1','HAMMAD',2024-08-20 12:09:12.855000,,'CAA-138',5318,'FAISALABAD','01','400001','PURCHASE A/C'
15319,2024-08-20 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,2328600,'1','1','HAMMAD',2024-08-20 14:41:11.325000,,'LES-6451 (NADEEM ALI)',5319,'QAIDABAD','03','400001','PURCHASE A/C'
15320,2024-08-20 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,2253800,'1','1','Waqas',2024-08-20 14:43:45.343000,,'GTL-45',5320,'QAIDABAD','03','400001','PURCHASE A/C'
